"x"
"1" 3
"2" 3
"3" 1
"4" 1
"5" 1
"6" 1
"7" 1
"8" 1
"9" 1
"10" 1
"11" 1
"12" 1
"13" 1
"14" 1
"15" 1
"16" 1
"17" 1
"18" 1
"19" 1
"20" 1
"21" 1
"22" 1
"23" 1
"24" 1
"25" 1
"26" 1
"27" 1
"28" 1
"29" 1
"30" 1
"31" 1
"32" 1
"33" 1
"34" 1
"35" 1
"36" 1
"37" 1
"38" 1
"39" 1
"40" 1
"41" 1
"42" 1
"43" 1
"44" 1
"45" 1
"46" 1
"47" 1
"48" 1
"49" 1
"50" 1
"51" 1
"52" 1
"53" 1
"54" 1
"55" 1
"56" 1
"57" 1
"58" 1
"59" 1
"60" 1
"61" 1
"62" 1
"63" 1
"64" 1
"65" 1
"66" 4
"67" 4
"68" 4
"69" 4
"70" 2
"71" 2
"72" 2
"73" 2
"74" 2
"75" 2
"76" 2
"77" 2
"78" 2
"79" 2
"80" 5
"81" 5
"82" 5
"83" 5
"84" 5
"85" 5
"86" 5
"87" 5
"88" 5
"89" 5
"90" 5
"91" 5
"92" 5
"93" 5
"94" 5
"95" 0
